n,p,ncpus,nthreads,seed,num_clusters,max_cluster,rperc,cperc,init_time,perc_time,tjoin_time,recv_time,pjoin_time,total_time
2500,0.600000,1,8,241311,159114,2865668,1,1,0.297239,0.595943,0.439040,0.000000,0.000000,1.347883
2500,0.800000,1,1,241311,8892,4988839,1,1,0.269197,0.882554,0.000001,0.000000,0.000000,1.151812
2500,0.800000,1,2,241311,8892,4988839,1,1,0.258620,0.465113,0.007040,0.000000,0.000000,0.730899
2500,0.800000,1,4,241311,8892,4988839,1,1,0.277093,0.248099,0.016135,0.000000,0.000000,0.541629
2500,0.800000,1,8,241311,8892,4988839,1,1,0.276391,0.129510,0.035906,0.000000,0.000000,0.442322
2500,1.000000,1,1,241311,1,6250000,1,1,0.263185,0.687797,0.000000,0.000000,0.000000,0.950991
2500,1.000000,1,2,241311,1,6250000,1,1,0.281966,0.326649,0.000212,0.000000,0.000000,0.608837
2500,1.000000,1,4,241311,1,6250000,1,1,0.248730,0.176499,0.000495,0.000000,0.000000,0.425734
2500,1.000000,1,8,241311,1,6250000,1,1,0.283166,0.093668,0.001130,0.000000,0.000000,0.377975
3000,0.000000,1,1,241311,0,0,0,0,0.375398,0.036631,0.000000,0.000000,0.000000,0.412030
3000,0.000000,1,2,241311,0,0,0,0,0.375368,0.018732,0.000021,0.000000,0.000000,0.394122
3000,0.000000,1,4,241311,0,0,0,0,0.324962,0.009469,0.000040,0.000000,0.000000,0.334471
3000,0.000000,1,8,241311,0,0,0,0,0.347996,0.008277,0.000084,0.000000,0.000000,0.356358
3000,0.200000,1,1,241311,1092977,27,0,0,0.354181,27.945628,0.000001,0.000000,0.000000,28.307722
3000,0.200000,1,2,241311,1092977,27,0,0,0.360514,13.775548,0.032265,0.000000,0.000000,14.185614
3000,0.200000,1,4,241311,1092977,27,0,0,0.380718,7.644100,0.066058,0.000000,0.000000,8.124331
3000,0.200000,1,8,241311,1092977,27,0,0,0.365991,4.119712,0.126111,0.000001,0.000000,4.679882
3000,0.400000,1,1,241311,954788,146,0,0,0.408770,25.144163,0.000001,0.000000,0.000000,25.561943
3000,0.400000,1,2,241311,954788,146,0,0,0.384303,12.262761,0.134294,0.000000,0.000000,12.800299
3000,0.400000,1,4,241311,954788,146,0,0,0.397227,6.986867,0.288356,0.000000,0.000000,7.713004
3000,0.400000,1,8,241311,954788,146,0,0,0.436302,3.653629,0.632238,0.000002,0.000000,4.811714
3000,0.600000,1,1,241311,228183,4055599,1,1,0.464499,6.710646,0.000001,0.000000,0.000000,7.177621
3000,0.600000,1,2,241311,228183,4055599,1,1,0.393364,3.352312,0.150873,0.000000,0.000000,3.900760
3000,0.600000,1,4,241311,228183,4055599,1,1,0.388008,1.857669,0.335666,0.000000,0.000000,2.591182
3000,0.600000,1,8,241311,228183,4055599,1,1,0.420337,1.008684,0.622971,0.000001,0.000000,2.069981
3000,0.800000,1,1,241311,12352,7186630,1,1,0.420286,1.341465,0.000000,0.000000,0.000000,1.761874
3000,0.800000,1,2,241311,12352,7186630,1,1,0.395661,0.640672,0.013390,0.000000,0.000000,1.049974
3000,0.800000,1,4,241311,12352,7186630,1,1,0.382602,0.363294,0.023942,0.000000,0.000000,0.770226
3000,0.800000,1,8,241311,12352,7186630,1,1,0.357830,0.193410,0.047246,0.000000,0.000000,0.599198
3000,1.000000,1,1,241311,1,9000000,1,1,0.348756,0.973934,0.000000,0.000000,0.000000,1.322700
3000,1.000000,1,2,241311,1,9000000,1,1,0.366360,0.491751,0.000236,0.000000,0.000000,0.858357
3000,1.000000,1,4,241311,1,9000000,1,1,0.339623,0.256083,0.000587,0.000000,0.000000,0.596304
3000,1.000000,1,8,241311,1,9000000,1,1,0.355185,0.137141,0.001352,0.000000,0.000000,0.493691
3500,0.000000,1,1,241311,0,0,0,0,0.447578,0.043679,0.000000,0.000000,0.000000,0.491257
3500,0.000000,1,2,241311,0,0,0,0,0.450445,0.024060,0.000022,0.000000,0.000000,0.474527
3500,0.000000,1,4,241311,0,0,0,0,0.431690,0.012922,0.000046,0.000000,0.000000,0.444659
3500,0.000000,1,8,241311,0,0,0,0,0.454812,0.007956,0.000096,0.000000,0.000000,0.462864
