n,p,nnodes,nthreads,seed,num_clusters,max_cluster,rperc,cperc,init_time,perc_time,tjoin_time,recv_time,pjoin_time,total_time
4500,1.000000,3,2,119512,1,20250000,1,1,0.844915,0.376417,0.000331,0.002212,0.000626,1.224516
4500,1.000000,3,4,119512,1,20250000,1,1,0.873335,0.201609,0.000935,0.002038,0.000585,1.078520
4500,1.000000,3,8,119512,1,20250000,1,1,0.831197,0.103798,0.001960,0.001850,0.000601,0.939423
5000,0.000000,3,1,119512,0,0,0,0,0.981425,0.031346,0.000000,0.001564,0.000052,1.014387
5000,0.000000,3,2,119512,0,0,0,0,0.980014,0.015792,0.000031,0.003534,0.000047,0.999419
5000,0.000000,3,4,119512,0,0,0,0,0.992178,0.009170,0.000065,0.005287,0.000045,1.006746
5000,0.000000,3,8,119512,0,0,0,0,0.949618,0.006159,0.000134,0.001677,0.000056,0.957644
5000,0.200000,3,1,119512,3039377,25,0,0,1.060775,44.019394,0.000001,0.262851,0.118120,45.525971
5000,0.200000,3,2,119512,3039377,25,0,0,1.066517,23.120932,0.038496,0.254156,0.120133,24.691372
5000,0.200000,3,4,119512,3039377,25,0,0,1.087894,12.384392,0.137660,0.261515,0.120477,14.132844
5000,0.200000,3,8,119512,3039377,25,0,0,1.102287,6.377034,0.307273,0.497325,0.119538,8.649565
5000,0.400000,3,1,119512,2652888,178,0,0,1.186735,38.605017,0.000001,0.399568,0.545058,40.820867
5000,0.400000,3,2,119512,2652888,178,0,0,1.183930,19.858982,0.175042,0.398586,0.515221,22.231266
5000,0.400000,3,4,119512,2652888,178,0,0,1.143155,10.491996,0.537625,0.545186,0.523963,13.399950
5000,0.400000,3,8,119512,2652888,178,0,0,1.172504,5.646328,1.313140,0.853776,0.524553,9.781386
5000,0.600000,3,1,119512,632278,11551180,1,1,1.198077,9.958079,0.000001,0.169918,0.660992,12.007293
5000,0.600000,3,2,119512,632278,11551180,1,1,1.140960,5.244934,0.218942,0.167791,0.632655,7.431120
5000,0.600000,3,4,119512,632278,11551180,1,1,1.170268,2.836976,0.679566,0.166388,0.638014,5.536819
5000,0.600000,3,8,119512,632278,11551180,1,1,1.138404,1.492736,1.609899,0.303418,0.649680,5.265969
5000,0.800000,3,1,119512,35101,19965782,1,1,1.046558,1.404809,0.000001,0.012641,0.046145,2.510970
5000,0.800000,3,2,119512,35101,19965782,1,1,1.057559,0.753488,0.017473,0.014746,0.046129,1.890337
5000,0.800000,3,4,119512,35101,19965782,1,1,1.045408,0.414214,0.052601,0.054432,0.046124,1.614342
5000,0.800000,3,8,119512,35101,19965782,1,1,1.073391,0.217888,0.116838,0.012988,0.046330,1.469967
5000,1.000000,3,1,119512,1,25000000,1,1,1.087903,0.891203,0.000001,0.002047,0.000662,1.981835
5000,1.000000,3,2,119512,1,25000000,1,1,1.032910,0.462418,0.000425,0.002000,0.000667,1.498438
5000,1.000000,3,4,119512,1,25000000,1,1,1.031605,0.251181,0.001002,0.001932,0.000659,1.286398
5000,1.000000,3,8,119512,1,25000000,1,1,1.032140,0.127384,0.002193,0.008158,0.000623,1.170517
500,0.000000,3,1,929330,0,0,0,0,0.059343,0.000348,0.000000,0.001419,0.000005,0.061116
500,0.000000,3,2,929330,0,0,0,0,0.056681,0.000333,0.000004,0.001327,0.000005,0.058351
500,0.000000,3,4,929330,0,0,0,0,0.058561,0.000578,0.000007,0.001746,0.000005,0.060898
500,0.000000,3,8,929330,0,0,0,0,0.046549,0.000670,0.000015,0.002139,0.000005,0.049377
500,0.200000,3,1,929330,30333,16,0,0,0.058209,0.047555,0.000000,0.004714,0.000998,0.112108
500,0.200000,3,2,929330,30333,16,0,0,0.057927,0.025623,0.000270,0.004907,0.001065,0.090683
500,0.200000,3,4,929330,30333,16,0,0,0.058512,0.014242,0.000931,0.014228,0.001000,0.090194
500,0.200000,3,8,929330,30333,16,0,0,0.047485,0.008329,0.002523,0.010725,0.000999,0.072274
500,0.400000,3,1,929330,26449,100,0,0,0.060270,0.044557,0.000000,0.005861,0.004309,0.115776
500,0.400000,3,2,929330,26449,100,0,0,0.059517,0.023770,0.001783,0.005697,0.004431,0.096228
500,0.400000,3,4,929330,26449,100,0,0,0.061337,0.013558,0.004888,0.012129,0.004307,0.097780
500,0.400000,3,8,929330,26449,100,0,0,0.048944,0.008539,0.011523,0.009555,0.004378,0.085597
500,0.600000,3,1,929330,6386,116770,1,1,0.049481,0.017581,0.000000,0.004165,0.006157,0.077601
500,0.600000,3,2,929330,6386,116770,1,1,0.069895,0.009169,0.001940,0.004093,0.005805,0.091146
500,0.600000,3,4,929330,6386,116770,1,1,0.059788,0.005308,0.006359,0.013812,0.005686,0.091334
500,0.600000,3,8,929330,6386,116770,1,1,0.090683,0.003658,0.015709,0.005133,0.006124,0.122013
500,0.800000,3,1,929330,364,199417,1,1,0.062412,0.008411,0.000000,0.001522,0.000511,0.072861
500,0.800000,3,2,929330,364,199417,1,1,0.059337,0.004787,0.000231,0.001617,0.000499,0.066478
500,0.800000,3,4,929330,364,199417,1,1,0.046763,0.002905,0.000815,0.001538,0.000512,0.052547
500,0.800000,3,8,929330,364,199417,1,1,0.047820,0.001754,0.001627,0.004564,0.000519,0.056304
500,1.000000,3,1,929330,1,250000,1,1,0.058708,0.007809,0.000000,0.001391,0.000082,0.067992
500,1.000000,3,2,929330,1,250000,1,1,0.049013,0.004236,0.000039,0.001416,0.000066,0.054772
500,1.000000,3,4,929330,1,250000,1,1,0.059373,0.002545,0.000104,0.001410,0.000071,0.063507
500,1.000000,3,8,929330,1,250000,1,1,0.047152,0.001559,0.000226,0.003729,0.000071,0.052739
1000,0.000000,3,1,929330,0,0,0,0,0.084341,0.001258,0.000000,0.001415,0.000010,0.087024
1000,0.000000,3,2,929330,0,0,0,0,0.074580,0.000811,0.000007,0.001416,0.000010,0.076824
1000,0.000000,3,4,929330,0,0,0,0,0.096282,0.000755,0.000014,0.001787,0.000010,0.098849
1000,0.000000,3,8,929330,0,0,0,0,0.086595,0.000930,0.000028,0.001920,0.000011,0.089484
1000,0.200000,3,1,929330,121675,21,0,0,0.079203,0.370039,0.000000,0.013112,0.003981,0.468956
1000,0.200000,3,2,929330,121675,21,0,0,0.092152,0.194614,0.001601,0.012688,0.003997,0.308580
1000,0.200000,3,4,929330,121675,21,0,0,0.089863,0.106392,0.004081,0.032165,0.003972,0.241653
1000,0.200000,3,8,929330,121675,21,0,0,0.089323,0.056669,0.010191,0.027819,0.003980,0.196936
1000,0.400000,3,1,929330,106245,107,0,0,0.095076,0.333672,0.000000,0.016488,0.021003,0.469261
1000,0.400000,3,2,929330,106245,107,0,0,0.100150,0.169947,0.006422,0.016212,0.019537,0.316058
1000,0.400000,3,4,929330,106245,107,0,0,0.092696,0.097570,0.020268,0.051048,0.019873,0.287644
1000,0.400000,3,8,929330,106245,107,0,0,0.089664,0.054097,0.045069,0.040085,0.019777,0.258835
1000,0.600000,3,1,929330,25677,459638,1,1,0.103229,0.113720,0.000000,0.020930,0.025900,0.264478
1000,0.600000,3,2,929330,25677,459638,1,1,0.093240,0.057958,0.008760,0.009240,0.025802,0.195934
1000,0.600000,3,4,929330,25677,459638,1,1,0.092588,0.032833,0.026423,0.009402,0.025685,0.188394
1000,0.600000,3,8,929330,25677,459638,1,1,0.083368,0.018781,0.061580,0.031899,0.025932,0.224210
1000,0.800000,3,1,929330,1419,797446,1,1,0.077864,0.035928,0.000000,0.002084,0.001656,0.117555
1000,0.800000,3,2,929330,1419,797446,1,1,0.090999,0.019299,0.000700,0.001791,0.001724,0.114548
1000,0.800000,3,4,929330,1419,797446,1,1,0.095318,0.011415,0.002105,0.017595,0.001652,0.128142
1000,0.800000,3,8,929330,1419,797446,1,1,0.077525,0.006338,0.005581,0.012428,0.001704,0.103682
1000,1.000000,3,1,929330,1,1000000,1,1,0.072573,0.028222,0.000000,0.001403,0.000118,0.102319
1000,1.000000,3,2,929330,1,1000000,1,1,0.104182,0.014352,0.000068,0.001450,0.000117,0.120173
1000,1.000000,3,4,929330,1,1000000,1,1,0.073559,0.008336,0.000189,0.012525,0.000118,0.094732
1000,1.000000,3,8,929330,1,1000000,1,1,0.084262,0.004853,0.000452,0.001422,0.000141,0.091135
1500,0.000000,3,1,929330,0,0,0,0,0.116713,0.002725,0.000000,0.001780,0.000015,0.121233
1500,0.000000,3,2,929330,0,0,0,0,0.133187,0.001650,0.000009,0.001668,0.000015,0.136530
1500,0.000000,3,4,929330,0,0,0,0,0.141563,0.001204,0.000021,0.001499,0.000017,0.144304
1500,0.000000,3,8,929330,0,0,0,0,0.115075,0.001346,0.000042,0.002227,0.000017,0.118708
1500,0.200000,3,1,929330,273794,22,0,0,0.123339,1.149370,0.000001,0.048410,0.010260,1.337130
1500,0.200000,3,2,929330,273794,22,0,0,0.171954,0.618608,0.004175,0.026416,0.010007,0.838501
1500,0.200000,3,4,929330,273794,22,0,0,0.135579,0.335364,0.010735,0.025827,0.009935,0.528738
1500,0.200000,3,8,929330,273794,22,0,0,0.135484,0.180769,0.023359,0.042545,0.009974,0.410686
1500,0.400000,3,1,929330,240115,148,0,0,0.141576,1.038619,0.000001,0.053697,0.047461,1.288412
1500,0.400000,3,2,929330,240115,148,0,0,0.144465,0.564683,0.016773,0.034831,0.051262,0.822135
1500,0.400000,3,4,929330,240115,148,0,0,0.181968,0.317256,0.054421,0.087699,0.052954,0.709341
1500,0.400000,3,8,929330,240115,148,0,0,0.166022,0.167730,0.108871,0.079728,0.049636,0.596129
1500,0.600000,3,1,929330,58246,1027047,1,1,0.148340,0.337114,0.000000,0.019286,0.059247,0.565862
1500,0.600000,3,2,929330,58246,1027047,1,1,0.174829,0.174325,0.017839,0.019853,0.055459,0.444597
1500,0.600000,3,4,929330,58246,1027047,1,1,0.131604,0.096372,0.054184,0.065165,0.056072,0.406948
1500,0.600000,3,8,929330,58246,1027047,1,1,0.141636,0.054281,0.138238,0.072743,0.059382,0.472512
1500,0.800000,3,1,929330,3210,1795039,1,1,0.141323,0.093764,0.000000,0.006824,0.004987,0.247007
1500,0.800000,3,2,929330,3210,1795039,1,1,0.160913,0.049890,0.001375,0.003262,0.004948,0.220509
1500,0.800000,3,4,929330,3210,1795039,1,1,0.136643,0.026598,0.005120,0.003818,0.004611,0.176960
1500,0.800000,3,8,929330,3210,1795039,1,1,0.138302,0.015381,0.011872,0.006101,0.004615,0.176505
1500,1.000000,3,1,929330,1,2250000,1,1,0.124611,0.074481,0.000000,0.001493,0.000176,0.200767
1500,1.000000,3,2,929330,1,2250000,1,1,0.121243,0.039638,0.000107,0.001573,0.000200,0.162767
1500,1.000000,3,4,929330,1,2250000,1,1,0.126079,0.021384,0.000304,0.014482,0.000189,0.162444
1500,1.000000,3,8,929330,1,2250000,1,1,0.124226,0.011936,0.000671,0.004724,0.000205,0.141768
2000,0.000000,3,1,929330,0,0,0,0,0.188514,0.004784,0.000000,0.002081,0.000021,0.195400
2000,0.000000,3,2,929330,0,0,0,0,0.198551,0.002708,0.000013,0.001807,0.000022,0.203102
2000,0.000000,3,4,929330,0,0,0,0,0.180242,0.001891,0.000026,0.001845,0.000022,0.184025
2000,0.000000,3,8,929330,0,0,0,0,0.185646,0.002003,0.000055,0.001442,0.000023,0.189168
2000,0.200000,3,1,929330,486449,21,0,0,0.211810,2.844228,0.000001,0.044596,0.015609,3.127318
2000,0.200000,3,2,929330,486449,21,0,0,0.208562,1.494534,0.007671,0.041886,0.015555,1.783186
2000,0.200000,3,4,929330,486449,21,0,0,0.204329,0.803299,0.022241,0.056069,0.015576,1.128605
2000,0.200000,3,8,929330,486449,21,0,0,0.213130,0.421798,0.048920,0.090989,0.014993,0.823874
2000,0.400000,3,1,929330,425237,136,0,0,0.214366,2.512889,0.000001,0.152966,0.086082,2.979491
2000,0.400000,3,2,929330,425237,136,0,0,0.246544,1.340838,0.032504,0.057854,0.081556,1.775666
2000,0.400000,3,4,929330,425237,136,0,0,0.238638,0.713333,0.090597,0.069958,0.081820,1.224150
2000,0.400000,3,8,929330,425237,136,0,0,0.218173,0.384280,0.196523,0.117292,0.079431,1.041248
2000,0.600000,3,1,929330,101342,1862930,1,1,0.220468,0.709588,0.000000,0.027332,0.101792,1.062448
2000,0.600000,3,2,929330,101342,1862930,1,1,0.236766,0.378378,0.033280,0.028017,0.100923,0.780976
2000,0.600000,3,4,929330,101342,1862930,1,1,0.220155,0.213909,0.105846,0.030580,0.099992,0.676059
2000,0.600000,3,8,929330,101342,1862930,1,1,0.254218,0.116324,0.235152,0.054419,0.100701,0.770342
2000,0.800000,3,1,929330,5671,3193410,1,1,0.217046,0.173323,0.000000,0.003522,0.005756,0.399746
2000,0.800000,3,2,929330,5671,3193410,1,1,0.211806,0.094532,0.002807,0.003490,0.005733,0.318518
2000,0.800000,3,4,929330,5671,3193410,1,1,0.199098,0.053209,0.008688,0.015614,0.005815,0.282660
2000,0.800000,3,8,929330,5671,3193410,1,1,0.196854,0.028735,0.019760,0.013041,0.005728,0.264515
2000,1.000000,3,1,929330,1,4000000,1,1,0.211076,0.135622,0.000000,0.004157,0.000238,0.351101
2000,1.000000,3,2,929330,1,4000000,1,1,0.213962,0.073355,0.000142,0.001853,0.000234,0.289553
2000,1.000000,3,4,929330,1,4000000,1,1,0.206494,0.039218,0.000391,0.023096,0.000234,0.269441
2000,1.000000,3,8,929330,1,4000000,1,1,0.223561,0.021203,0.000895,0.002931,0.000270,0.248867
2500,0.000000,3,1,929330,0,0,0,0,0.287557,0.007451,0.000000,0.004435,0.000027,0.299471
2500,0.000000,3,2,929330,0,0,0,0,0.257816,0.004194,0.000015,0.001736,0.000028,0.263789
2500,0.000000,3,4,929330,0,0,0,0,0.270547,0.002666,0.000033,0.002154,0.000028,0.275428
2500,0.000000,3,8,929330,0,0,0,0,0.270817,0.002503,0.000069,0.001763,0.000031,0.275184
2500,0.200000,3,1,929330,759588,25,0,0,0.288723,5.291606,0.000001,0.068814,0.029588,5.698876
2500,0.200000,3,2,929330,759588,25,0,0,0.318242,2.830901,0.011843,0.065393,0.027221,3.277420
2500,0.200000,3,4,929330,759588,25,0,0,0.316062,1.533235,0.033884,0.063864,0.026352,2.009652
2500,0.200000,3,8,929330,759588,25,0,0,0.287485,0.809615,0.072497,0.147952,0.026645,1.405011
2500,0.400000,3,1,929330,664384,120,0,0,0.302290,4.826102,0.000001,0.087116,0.130905,5.365273
2500,0.400000,3,2,929330,664384,120,0,0,0.314025,2.549298,0.047057,0.087282,0.134840,3.162492
2500,0.400000,3,4,929330,664384,120,0,0,0.359794,1.340303,0.131265,0.225998,0.128041,2.223123
2500,0.400000,3,8,929330,664384,120,0,0,0.327963,0.729512,0.316973,0.231662,0.128866,1.803344
2500,0.600000,3,1,929330,158549,2885461,1,1,0.330414,1.309986,0.000001,0.044088,0.153382,1.842552
2500,0.600000,3,2,929330,158549,2885461,1,1,0.315533,0.714303,0.050519,0.041925,0.156373,1.285016
2500,0.600000,3,4,929330,158549,2885461,1,1,0.325967,0.392169,0.159550,0.071512,0.156939,1.118212
2500,0.600000,3,8,929330,158549,2885461,1,1,0.331054,0.211991,0.375547,0.081115,0.157770,1.179362
2500,0.800000,3,1,929330,8833,4989681,1,1,0.285494,0.286047,0.000000,0.004908,0.011719,0.588384
2500,0.800000,3,2,929330,8833,4989681,1,1,0.296986,0.153869,0.003513,0.005214,0.011711,0.471576
2500,0.800000,3,4,929330,8833,4989681,1,1,0.319946,0.084714,0.010924,0.032324,0.011548,0.459857
2500,0.800000,3,8,929330,8833,4989681,1,1,0.301402,0.045928,0.031000,0.023018,0.012199,0.414259
2500,1.000000,3,1,929330,1,6250000,1,1,0.295153,0.217772,0.000000,0.001574,0.000293,0.514800
2500,1.000000,3,2,929330,1,6250000,1,1,0.313055,0.111931,0.000187,0.001595,0.000312,0.427088
2500,1.000000,3,4,929330,1,6250000,1,1,0.282915,0.060613,0.000530,0.035149,0.000293,0.379509
2500,1.000000,3,8,929330,1,6250000,1,1,0.280682,0.031797,0.001129,0.001503,0.000353,0.315475
3000,0.000000,3,1,929330,0,0,0,0,0.373990,0.011139,0.000000,0.002430,0.000034,0.387594
3000,0.000000,3,2,929330,0,0,0,0,0.361871,0.005900,0.000019,0.001193,0.000031,0.369014
3000,0.000000,3,4,929330,0,0,0,0,0.383010,0.003466,0.000040,0.001724,0.000039,0.388279
3000,0.000000,3,8,929330,0,0,0,0,0.358151,0.003117,0.000082,0.003568,0.000032,0.364950
3000,0.200000,3,1,929330,1094324,23,0,0,0.403245,9.748809,0.000001,0.097055,0.043452,10.318515
3000,0.200000,3,2,929330,1094324,23,0,0,0.422337,5.295344,0.017130,0.105039,0.044375,5.921886
3000,0.200000,3,4,929330,1094324,23,0,0,0.429596,2.719620,0.044177,0.092951,0.041462,3.378802
3000,0.200000,3,8,929330,1094324,23,0,0,0.434557,1.379631,0.105895,0.191537,0.041435,2.238372
3000,0.400000,3,1,929330,955432,153,0,0,0.430992,8.454929,0.000001,0.128371,0.182144,9.223265
3000,0.400000,3,2,929330,955432,153,0,0,0.434436,4.420810,0.066196,0.130365,0.187592,5.278322
3000,0.400000,3,4,929330,955432,153,0,0,0.443804,2.344240,0.195996,0.128703,0.184378,3.352499
3000,0.400000,3,8,929330,955432,153,0,0,0.451202,1.238939,0.445056,0.613422,0.186182,3.050404
3000,0.600000,3,1,929330,228658,4166715,1,1,0.456066,2.261588,0.000005,0.063037,0.227588,3.014971
3000,0.600000,3,2,929330,228658,4166715,1,1,0.443032,1.194689,0.085276,0.065535,0.235413,2.034132
3000,0.600000,3,4,929330,228658,4166715,1,1,0.464226,0.668723,0.246357,0.081944,0.241567,1.717868
3000,0.600000,3,8,929330,228658,4166715,1,1,0.456772,0.349882,0.590930,0.134686,0.243347,1.804836
3000,0.800000,3,1,929330,12930,7184483,1,1,0.419143,0.456138,0.000001,0.004789,0.019158,0.899459
3000,0.800000,3,2,929330,12930,7184483,1,1,0.476891,0.239572,0.006954,0.005525,0.017717,0.746927
3000,0.800000,3,4,929330,12930,7184483,1,1,0.418527,0.131994,0.018813,0.016675,0.017632,0.604137
3000,0.800000,3,8,929330,12930,7184483,1,1,0.420927,0.070756,0.042696,0.024125,0.017652,0.577105
3000,1.000000,3,1,929330,1,9000000,1,1,0.406723,0.317177,0.000000,0.000303,0.000376,0.724590
3000,1.000000,3,2,929330,1,9000000,1,1,0.416763,0.167035,0.000227,0.001577,0.000391,0.586005
3000,1.000000,3,4,929330,1,9000000,1,1,0.404769,0.090175,0.000610,0.001710,0.000392,0.497666
3000,1.000000,3,8,929330,1,9000000,1,1,0.410751,0.046554,0.001349,0.003204,0.000396,0.462265
3500,0.000000,3,1,929330,0,0,0,0,0.512297,0.015902,0.000000,0.001863,0.000037,0.530100
3500,0.000000,3,2,929330,0,0,0,0,0.495653,0.008181,0.000023,0.001502,0.000038,0.505397
3500,0.000000,3,4,929330,0,0,0,0,0.499507,0.004787,0.000048,0.001175,0.000037,0.505555
3500,0.000000,3,8,929330,0,0,0,0,0.509491,0.003347,0.000094,0.001158,0.000038,0.514128
3500,0.200000,3,1,929330,1488250,28,0,0,0.545083,15.274557,0.000001,0.154426,0.065752,16.074356
3500,0.200000,3,2,929330,1488250,28,0,0,0.559597,7.552842,0.020455,0.149906,0.061167,8.388249
3500,0.200000,3,4,929330,1488250,28,0,0,0.518255,4.091512,0.063961,0.155556,0.062293,4.969889
3500,0.200000,3,8,929330,1488250,28,0,0,0.517063,2.190578,0.152222,0.263113,0.063912,3.316525
3500,0.400000,3,1,929330,1301228,158,0,0,0.580692,13.071739,0.000001,0.217338,0.249971,14.155520
3500,0.400000,3,2,929330,1301228,158,0,0,0.567656,6.884425,0.088422,0.219616,0.250866,8.066783
3500,0.400000,3,4,929330,1301228,158,0,0,0.580175,3.747186,0.268684,0.216719,0.250955,5.142506
3500,0.400000,3,8,929330,1301228,158,0,0,0.609072,1.958900,0.656921,0.402560,0.255717,4.035895
3500,0.600000,3,1,929330,310513,5616112,1,1,0.591157,3.473651,0.000001,0.083194,0.313985,4.470776
3500,0.600000,3,2,929330,310513,5616112,1,1,0.604921,1.913611,0.106501,0.084297,0.316496,3.037767
3500,0.600000,3,4,929330,310513,5616112,1,1,0.600217,1.023091,0.324651,0.093003,0.315039,2.379210
3500,0.600000,3,8,929330,310513,5616112,1,1,0.592467,0.543541,0.770038,0.193453,0.316251,2.456130
3500,0.800000,3,1,929330,17220,9780366,1,1,0.552530,0.609759,0.000000,0.005269,0.022545,1.190321
3500,0.800000,3,2,929330,17220,9780366,1,1,0.545486,0.324172,0.007854,0.008863,0.022325,0.908995
3500,0.800000,3,4,929330,17220,9780366,1,1,0.607296,0.180962,0.024574,0.038691,0.022392,0.874468
3500,0.800000,3,8,929330,17220,9780366,1,1,0.534998,0.098324,0.056170,0.010360,0.022584,0.723504
3500,1.000000,3,1,929330,1,12250000,1,1,0.497762,0.415874,0.000000,0.007517,0.000412,0.921577
3500,1.000000,3,2,929330,1,12250000,1,1,0.526433,0.223074,0.000253,0.001693,0.000430,0.751896
3500,1.000000,3,4,929330,1,12250000,1,1,0.508272,0.119463,0.000688,0.046400,0.000434,0.675269
3500,1.000000,3,8,929330,1,12250000,1,1,0.511328,0.062502,0.001558,0.001705,0.000410,0.577515
4000,0.000000,3,1,929330,0,0,0,0,0.642793,0.018888,0.000000,0.001986,0.000043,0.663711
4000,0.000000,3,2,929330,0,0,0,0,0.627002,0.010389,0.000026,0.001932,0.000041,0.639390
4000,0.000000,3,4,929330,0,0,0,0,0.619862,0.005883,0.000054,0.001204,0.000046,0.627049
4000,0.000000,3,8,929330,0,0,0,0,0.625269,0.004010,0.000108,0.001672,0.000049,0.631109
4000,0.200000,3,1,929330,1945911,36,0,0,0.677739,22.313937,0.000001,0.207285,0.076981,23.321273
4000,0.200000,3,2,929330,1945911,36,0,0,0.701402,12.026406,0.023162,0.208822,0.076624,13.098213
4000,0.200000,3,4,929330,1945911,36,0,0,0.720466,6.467816,0.074433,0.209049,0.074550,7.636487
4000,0.200000,3,8,929330,1945911,36,0,0,0.715084,3.258828,0.187334,0.429403,0.076148,4.827881
4000,0.400000,3,1,929330,1699258,132,0,0,0.767252,20.047164,0.000002,0.284766,0.336722,21.491043
4000,0.400000,3,2,929330,1699258,132,0,0,0.771585,10.379810,0.113532,0.286141,0.323671,11.940775
4000,0.400000,3,4,929330,1699258,132,0,0,0.743877,5.589503,0.358785,0.293373,0.335163,7.429314
4000,0.400000,3,8,929330,1699258,132,0,0,0.776360,2.894238,0.824881,0.470726,0.325116,5.469651
4000,0.600000,3,1,929330,405617,7358752,1,1,0.740121,5.118086,0.000001,0.113783,0.404747,6.388634
4000,0.600000,3,2,929330,405617,7358752,1,1,0.756792,2.733187,0.142897,0.108512,0.405385,4.162797
4000,0.600000,3,4,929330,405617,7358752,1,1,0.760875,1.476956,0.429507,0.192784,0.420803,3.306350
4000,0.600000,3,8,929330,405617,7358752,1,1,0.774834,0.792698,1.045285,0.192432,0.431841,3.291220
4000,0.800000,3,1,929330,22660,12773738,1,1,0.721282,0.874676,0.000002,0.008722,0.031529,1.636800
4000,0.800000,3,2,929330,22660,12773738,1,1,0.718109,0.457050,0.009696,0.007616,0.031856,1.225185
4000,0.800000,3,4,929330,22660,12773738,1,1,0.718541,0.246875,0.030682,0.017850,0.032617,1.048252
4000,0.800000,3,8,929330,22660,12773738,1,1,0.717379,0.130544,0.075274,0.011101,0.031584,0.967639
4000,1.000000,3,1,929330,1,16000000,1,1,0.710791,0.569265,0.000000,0.000384,0.000601,1.281056
4000,1.000000,3,2,929330,1,16000000,1,1,0.683533,0.293602,0.000301,0.000338,0.000540,0.978329
4000,1.000000,3,4,929330,1,16000000,1,1,0.683013,0.159157,0.000835,0.007230,0.000522,0.850771
4000,1.000000,3,8,929330,1,16000000,1,1,0.682975,0.079692,0.001786,0.001704,0.000501,0.766672
4500,0.000000,3,1,929330,0,0,0,0,0.813574,0.025327,0.000000,0.001553,0.000045,0.840499
4500,0.000000,3,2,929330,0,0,0,0,0.814527,0.013320,0.000030,0.001583,0.000052,0.829512
4500,0.000000,3,4,929330,0,0,0,0,0.851400,0.007752,0.000061,0.001548,0.000050,0.860811
4500,0.000000,3,8,929330,0,0,0,0,0.821953,0.004642,0.000121,0.001560,0.000050,0.828325
4500,0.200000,3,1,929330,2460696,24,0,0,0.895555,32.319958,0.000001,0.253157,0.092476,33.614963
4500,0.200000,3,2,929330,2460696,24,0,0,0.838404,16.267154,0.034910,0.266098,0.101089,17.588757
4500,0.200000,3,4,929330,2460696,24,0,0,0.912003,9.020351,0.107692,0.250609,0.091652,10.492141
4500,0.200000,3,8,929330,2460696,24,0,0,0.846367,4.657537,0.236179,0.492048,0.101411,6.548171
4500,0.400000,3,1,929330,2150922,179,0,0,0.950457,27.558615,0.000001,0.360232,0.412891,29.342425
4500,0.400000,3,2,929330,2150922,179,0,0,0.949334,14.561283,0.142559,0.355772,0.410595,16.509071
4500,0.400000,3,4,929330,2150922,179,0,0,0.929783,7.832697,0.434724,0.355016,0.409309,10.096139
4500,0.400000,3,8,929330,2150922,179,0,0,0.906054,4.122297,1.080365,0.690477,0.414118,7.467989
4500,0.600000,3,1,929330,514011,9258950,1,1,0.922960,7.051379,0.000001,0.205970,0.552109,8.750526
4500,0.600000,3,2,929330,514011,9258950,1,1,0.912097,3.781132,0.169247,0.150593,0.534362,5.566878
4500,0.600000,3,4,929330,514011,9258950,1,1,0.934539,2.135203,0.568266,0.154765,0.551915,4.376893
4500,0.600000,3,8,929330,514011,9258950,1,1,0.987016,1.103203,1.340796,0.277577,0.553432,4.330171
4500,0.800000,3,1,929330,28854,16167047,1,1,0.895105,1.127984,0.000000,0.011576,0.036775,2.071974
4500,0.800000,3,2,929330,28854,16167047,1,1,0.894997,0.588980,0.015010,0.011194,0.039805,1.550863
4500,0.800000,3,4,929330,28854,16167047,1,1,0.921837,0.323929,0.043531,0.058685,0.037120,1.386497
4500,0.800000,3,8,929330,28854,16167047,1,1,0.887900,0.168952,0.103062,0.011889,0.037422,1.211514
4500,1.000000,3,1,929330,1,20250000,1,1,0.853827,0.734204,0.000000,0.001953,0.000626,1.590638
4500,1.000000,3,2,929330,1,20250000,1,1,0.844787,0.375834,0.000359,0.001929,0.000568,1.223492
4500,1.000000,3,4,929330,1,20250000,1,1,0.853396,0.201408,0.000908,0.001919,0.000569,1.058217
4500,1.000000,3,8,929330,1,20250000,1,1,0.849995,0.103476,0.001962,0.001811,0.000568,0.957829
5000,0.000000,3,1,929330,0,0,0,0,1.026817,0.031629,0.000000,0.001616,0.000050,1.060112
5000,0.000000,3,2,929330,0,0,0,0,1.004076,0.016551,0.000032,0.001594,0.000052,1.022305
5000,0.000000,3,4,929330,0,0,0,0,1.012975,0.009421,0.000068,0.001587,0.000055,1.024106
5000,0.000000,3,8,929330,0,0,0,0,0.990203,0.005765,0.000135,0.001569,0.000055,0.997727
5000,0.200000,3,1,929330,3040123,25,0,0,1.077951,44.742478,0.000001,0.252788,0.108074,46.250981
5000,0.200000,3,2,929330,3040123,25,0,0,1.102806,22.799415,0.036323,0.252735,0.111606,24.391073
500,0.000000,3,1,51661,0,0,0,0,0.082864,0.000289,0.000000,0.001455,0.000006,0.084614
500,0.000000,3,2,51661,0,0,0,0,0.046606,0.000356,0.000003,0.001796,0.000005,0.048767
500,0.000000,3,4,51661,0,0,0,0,0.044522,0.000409,0.000007,0.001623,0.000005,0.046566
500,0.000000,3,8,51661,0,0,0,0,0.046667,0.000651,0.000015,0.001690,0.000005,0.049029
500,0.100000,3,1,51661,20108,9,0,0,0.048184,0.031017,0.000000,0.003821,0.000229,0.083636
500,0.100000,3,2,51661,20108,9,0,0,0.049469,0.017995,0.000117,0.003856,0.000298,0.072340
